transaction_id,branch_id,employee_id,transaction_date,transaction_type,total_amount,source
TXN-A-000113,BR-010,EMP-0006,2026-04-04,SALE,119.54,SOURCE_A
TXN-A-000114,BR-005,EMP-0007,2026-02-07,SALE,577.82,SOURCE_A
TXN-A-000115,BR-005,EMP-0022,2026-04-10,SALE,802.17,SOURCE_A
TXN-A-000116,BR-008,EMP-0003,2026-01-14,SALE,54.3,SOURCE_A
TXN-A-000117,BR-002,EMP-0015,2026-04-09,SALE,347.2,SOURCE_A
TXN-A-000118,BR-009,EMP-0007,2026-02-10,SALE,176.55,SOURCE_A
TXN-A-000119,BR-006,EMP-0014,2026-04-14,SALE,76.11,SOURCE_A
TXN-A-000120,BR-001,EMP-0019,2026-01-25,SALE,487.6,SOURCE_A
TXN-A-000121,BR-004,EMP-0025,2026-02-04,SALE,838.09,SOURCE_A
TXN-A-000122,BR-008,EMP-0009,2026-04-27,SALE,45.41,SOURCE_A
TXN-A-000123,BR-001,EMP-0016,2026-01-09,SALE,765.81,SOURCE_A
TXN-A-000124,BR-008,EMP-0029,2026-03-20,SALE,384.14,SOURCE_A
TXN-A-000125,BR-009,EMP-0002,2026-01-27,SALE,43.63,SOURCE_A
TXN-A-000126,BR-004,EMP-0023,2026-02-16,SALE,61.34,SOURCE_A
TXN-A-000127,BR-006,EMP-0028,2026-03-03,SALE,869.47,SOURCE_A
TXN-A-000128,BR-003,EMP-0019,2026-04-07,SALE,649.75,SOURCE_A
TXN-A-000129,BR-010,EMP-0021,2026-01-01,SALE,424.2,SOURCE_A
TXN-A-000130,BR-001,EMP-0005,2026-01-01,SALE,87.86,SOURCE_A
TXN-A-000131,BR-002,EMP-0017,2026-02-07,SALE,300.59,SOURCE_A
TXN-A-000132,BR-007,EMP-0013,2026-02-14,SALE,106.67,SOURCE_A
TXN-A-000133,BR-010,EMP-0024,2026-03-17,SALE,190.74,SOURCE_A
TXN-A-000134,BR-005,EMP-0031,2026-03-14,SALE,130.68,SOURCE_A
TXN-A-000135,BR-003,EMP-0003,2026-04-05,SALE,919.88,SOURCE_A
TXN-A-000136,BR-010,EMP-0027,2026-03-04,SALE,605.7,SOURCE_A
TXN-A-000137,BR-010,EMP-0003,2026-02-26,SALE,133.12,SOURCE_A
TXN-A-000138,BR-007,EMP-0018,2026-03-14,SALE,172.28,SOURCE_A
TXN-A-000139,BR-001,EMP-0004,2026-01-17,SALE,107.19,SOURCE_A
TXN-A-000140,BR-007,EMP-0027,2026-02-26,SALE,582.48,SOURCE_A
TXN-A-000141,BR-008,EMP-0010,2026-04-26,SALE,242.84,SOURCE_A
TXN-A-000142,BR-001,EMP-0026,2026-02-08,SALE,597.43,SOURCE_A
TXN-A-000143,BR-002,EMP-0001,2026-02-27,SALE,307.63,SOURCE_A
TXN-A-000144,BR-008,EMP-0002,2026-01-07,SALE,135.49,SOURCE_A
TXN-A-000145,BR-002,EMP-0032,2026-02-20,SALE,646.99,SOURCE_A
TXN-A-000146,BR-006,EMP-0008,2026-03-16,SALE,156.51,SOURCE_A
TXN-A-000147,BR-002,EMP-0018,2026-01-02,SALE,42.26,SOURCE_A
TXN-A-000148,BR-007,EMP-0019,2026-02-23,SALE,211.46,SOURCE_A
TXN-A-000149,BR-009,EMP-0012,2026-02-10,SALE,52.75,SOURCE_A
TXN-A-000150,BR-010,EMP-0002,2026-01-17,SALE,351.12,SOURCE_A
TXN-A-000151,BR-006,EMP-0017,2026-01-09,SALE,337.77,SOURCE_A
TXN-A-000152,BR-007,EMP-0028,2026-01-15,SALE,543.17,SOURCE_A
TXN-A-000153,BR-009,EMP-0010,2026-04-13,SALE,157.03,SOURCE_A
TXN-A-000154,BR-002,EMP-0029,2026-04-13,SALE,457.24,SOURCE_A
TXN-A-000155,BR-008,EMP-0020,2026-02-28,SALE,49.82,SOURCE_A
TXN-A-000156,BR-002,EMP-0009,2026-03-26,SALE,216.64,SOURCE_A
TXN-A-000157,BR-009,EMP-0010,2026-03-13,SALE,158.36,SOURCE_A
TXN-A-000158,BR-008,EMP-0026,2026-02-06,SALE,940.44,SOURCE_A
TXN-A-000159,BR-001,EMP-0001,2026-03-01,SALE,51.6,SOURCE_A
TXN-A-000160,BR-003,EMP-0022,2026-01-01,SALE,174.22,SOURCE_A
TXN-A-000161,BR-010,EMP-0019,2026-02-11,SALE,194.4,SOURCE_A
TXN-A-000162,BR-009,EMP-0012,2026-04-12,SALE,161.99,SOURCE_A
TXN-A-000163,BR-004,EMP-0007,2026-04-23,SALE,713.91,SOURCE_A
TXN-A-000164,BR-005,EMP-0019,2026-01-16,SALE,13.61,SOURCE_A
TXN-A-000165,BR-001,EMP-0010,2026-03-11,SALE,232.43,SOURCE_A
TXN-A-000166,BR-002,EMP-0023,2026-01-27,SALE,773.54,SOURCE_A
TXN-A-000167,BR-005,EMP-0009,2026-02-08,SALE,136.21,SOURCE_A
TXN-A-000168,BR-006,EMP-0010,2026-01-08,SALE,872.43,SOURCE_A
TXN-A-000169,BR-006,EMP-0006,2026-01-09,SALE,110.2,SOURCE_A
TXN-A-000170,BR-001,EMP-0023,2026-01-09,SALE,386.07,SOURCE_A
TXN-A-000171,BR-001,EMP-0029,2026-01-03,SALE,219.08,SOURCE_A
TXN-A-000172,BR-009,EMP-0008,2026-02-15,SALE,276.87,SOURCE_A
TXN-A-000173,BR-001,EMP-0019,2026-01-25,SALE,75.26,SOURCE_A
TXN-A-000174,BR-005,EMP-0017,2026-01-19,SALE,547.41,SOURCE_A
TXN-A-000175,BR-003,EMP-0004,2026-03-12,SALE,141.25,SOURCE_A
TXN-A-000176,BR-005,EMP-0018,2026-04-04,SALE,714.5,SOURCE_A
TXN-A-000177,BR-003,EMP-0031,2026-02-02,SALE,64.59,SOURCE_A
TXN-A-000178,BR-003,EMP-0005,2026-02-09,SALE,473.66,SOURCE_A
TXN-A-000179,BR-002,EMP-0020,2026-02-25,SALE,358.05,SOURCE_A
TXN-A-000180,BR-004,EMP-0032,2026-02-15,SALE,511.8,SOURCE_A
TXN-A-000181,BR-006,EMP-0021,2026-01-18,SALE,185.03,SOURCE_A
TXN-A-000182,BR-006,EMP-0030,2026-04-02,SALE,109.98,SOURCE_A
TXN-A-000183,BR-009,EMP-0021,2026-01-21,SALE,138.57,SOURCE_A
TXN-A-000184,BR-009,EMP-0002,2026-02-03,SALE,490.07,SOURCE_A
TXN-A-000185,BR-010,EMP-0020,2026-02-07,SALE,224.4,SOURCE_A
TXN-A-000186,BR-002,EMP-0001,2026-04-24,SALE,169.94,SOURCE_A
TXN-A-000187,BR-005,EMP-0020,2026-04-26,SALE,99.5,SOURCE_A
TXN-A-000188,BR-002,EMP-0025,2026-04-27,SALE,279.79,SOURCE_A
TXN-A-000189,BR-004,EMP-0024,2026-04-18,SALE,458.88,SOURCE_A
TXN-A-000190,BR-006,EMP-0023,2026-01-28,SALE,393.27,SOURCE_A
TXN-A-000191,BR-001,EMP-0026,2026-01-10,SALE,289.64,SOURCE_A
TXN-A-000192,BR-009,EMP-0011,2026-03-26,SALE,859.85,SOURCE_A
TXN-A-000193,BR-003,EMP-0005,2026-02-16,SALE,478.75,SOURCE_A
TXN-A-000194,BR-001,EMP-0001,2026-02-25,SALE,97.63,SOURCE_A
TXN-A-000195,BR-010,EMP-0027,2026-04-20,SALE,344.91,SOURCE_A
TXN-A-000196,BR-004,EMP-0015,2026-02-09,SALE,212.43,SOURCE_A
TXN-A-000197,BR-006,EMP-0029,2026-03-22,SALE,46.36,SOURCE_A
TXN-A-000198,BR-002,EMP-0015,2026-03-10,SALE,14.15,SOURCE_A
TXN-A-000199,BR-006,EMP-0025,2026-03-08,SALE,53.41,SOURCE_A
TXN-A-000200,BR-005,EMP-0029,2026-01-03,SALE,925.47,SOURCE_A
TXN-A-000201,BR-004,EMP-0011,2026-04-27,SALE,434.54,SOURCE_A
TXN-A-000202,BR-001,EMP-0019,2026-02-14,SALE,107.55,SOURCE_A
TXN-A-000203,BR-008,EMP-0015,2026-04-24,SALE,25.4,SOURCE_A
TXN-A-000204,BR-006,EMP-0028,2026-04-03,SALE,252.25,SOURCE_A
TXN-A-000205,BR-007,EMP-0017,2026-04-02,SALE,358.67,SOURCE_A
TXN-A-000206,BR-003,EMP-0014,2026-02-28,SALE,52.85,SOURCE_A
TXN-A-000207,BR-009,EMP-0017,2026-03-09,SALE,820.06,SOURCE_A
TXN-A-000208,BR-002,EMP-0004,2026-02-07,SALE,133.84,SOURCE_A
TXN-A-000209,BR-004,EMP-0023,2026-03-13,SALE,563.31,SOURCE_A
TXN-A-000210,BR-005,EMP-0010,2026-03-11,SALE,172.9,SOURCE_A
TXN-A-000211,BR-009,EMP-0028,2026-02-25,SALE,942.78,SOURCE_A
TXN-A-000212,BR-008,EMP-0011,2026-04-19,SALE,264.69,SOURCE_A
TXN-A-000213,BR-010,EMP-0011,2026-04-08,SALE,787.23,SOURCE_A
TXN-A-000214,BR-009,EMP-0016,2026-04-12,SALE,25.6,SOURCE_A
TXN-A-000215,BR-007,EMP-0021,2026-04-19,SALE,587.87,SOURCE_A
TXN-A-000216,BR-008,EMP-0013,2026-03-08,SALE,435.13,SOURCE_A
TXN-A-000217,BR-010,EMP-0006,2026-01-24,SALE,52.54,SOURCE_A
TXN-A-000218,BR-008,EMP-0012,2026-04-24,SALE,843.24,SOURCE_A
TXN-A-000219,BR-002,EMP-0025,2026-01-10,SALE,947.69,SOURCE_A
TXN-A-000220,BR-005,EMP-0030,2026-02-16,SALE,315.27,SOURCE_A
TXN-A-000221,BR-005,EMP-0004,2026-01-11,SALE,122.02,SOURCE_A
TXN-A-000222,BR-005,EMP-0027,2026-03-06,SALE,263.12,SOURCE_A
TXN-A-000223,BR-007,EMP-0016,2026-01-22,SALE,641.78,SOURCE_A
TXN-A-000224,BR-005,EMP-0031,2026-03-03,SALE,411.41,SOURCE_A
TXN-A-000225,BR-002,EMP-0014,2026-03-04,SALE,215.05,SOURCE_A
TXN-A-000226,BR-010,EMP-0020,2026-02-12,SALE,142.94,SOURCE_A
TXN-A-000227,BR-006,EMP-0013,2026-03-19,SALE,598.31,SOURCE_A
TXN-A-000228,BR-006,EMP-0007,2026-02-13,SALE,828.51,SOURCE_A
TXN-A-000229,BR-003,EMP-0026,2026-03-28,SALE,175.07,SOURCE_A
TXN-A-000230,BR-002,EMP-0032,2026-04-19,SALE,10.44,SOURCE_A
TXN-A-000231,BR-010,EMP-0030,2026-03-04,SALE,180.97,SOURCE_A
TXN-A-000232,BR-003,EMP-0014,2026-03-03,SALE,113.55,SOURCE_A
TXN-A-000233,BR-006,EMP-0025,2026-04-06,SALE,55.54,SOURCE_A
TXN-A-000234,BR-002,EMP-0002,2026-02-08,SALE,385.94,SOURCE_A
TXN-A-000235,BR-008,EMP-0011,2026-02-15,SALE,249.84,SOURCE_A
TXN-A-000236,BR-004,EMP-0001,2026-03-25,SALE,203.3,SOURCE_A
TXN-A-000237,BR-005,EMP-0019,2026-02-27,SALE,82.17,SOURCE_A
TXN-A-000238,BR-001,EMP-0001,2026-03-02,SALE,401.76,SOURCE_A
TXN-A-000239,BR-006,EMP-0016,2026-03-12,SALE,422.19,SOURCE_A
TXN-A-000240,BR-003,EMP-0014,2026-03-04,SALE,96.58,SOURCE_A
TXN-A-000241,BR-010,EMP-0020,2026-03-08,SALE,216.06,SOURCE_A
TXN-A-000242,BR-002,EMP-0017,2026-04-08,SALE,261.6,SOURCE_A
TXN-A-000243,BR-008,EMP-0031,2026-04-14,SALE,493.81,SOURCE_A
TXN-A-000244,BR-005,EMP-0008,2026-03-20,SALE,375.57,SOURCE_A
TXN-A-000245,BR-002,EMP-0029,2026-04-02,SALE,35.5,SOURCE_A
TXN-A-000246,BR-007,EMP-0032,2026-04-12,SALE,123.71,SOURCE_A
TXN-A-000247,BR-008,EMP-0001,2026-03-23,SALE,93.97,SOURCE_A
TXN-A-000248,BR-004,EMP-0029,2026-02-24,SALE,196.12,SOURCE_A
TXN-A-000249,BR-004,EMP-0010,2026-04-11,SALE,139.07,SOURCE_A
TXN-A-000250,BR-008,EMP-0031,2026-04-07,SALE,32.22,SOURCE_A
TXN-A-000251,BR-010,EMP-0003,2026-04-20,SALE,562.02,SOURCE_A
TXN-A-000252,BR-007,EMP-0005,2026-03-14,SALE,226.04,SOURCE_A
TXN-A-000253,BR-007,EMP-0006,2026-02-04,SALE,39.47,SOURCE_A
TXN-A-000254,BR-010,EMP-0018,2026-03-25,SALE,406.03,SOURCE_A
TXN-A-000255,BR-007,EMP-0012,2026-04-23,SALE,63.55,SOURCE_A
TXN-A-000256,BR-008,EMP-0026,2026-04-22,SALE,411.01,SOURCE_A
TXN-A-000257,BR-001,EMP-0022,2026-04-26,SALE,85.36,SOURCE_A
TXN-A-000258,BR-007,EMP-0014,2026-04-20,SALE,378.62,SOURCE_A
TXN-A-000259,BR-006,EMP-0027,2026-02-23,SALE,406.0,SOURCE_A
TXN-A-000260,BR-002,EMP-0030,2026-04-15,SALE,509.64,SOURCE_A
TXN-A-000261,BR-005,EMP-0007,2026-04-19,SALE,92.79,SOURCE_A
TXN-A-000262,BR-006,EMP-0023,2026-04-14,SALE,183.46,SOURCE_A
TXN-A-000263,BR-006,EMP-0011,2026-02-03,SALE,206.83,SOURCE_A
TXN-A-000264,BR-010,EMP-0013,2026-04-12,SALE,132.71,SOURCE_A
TXN-A-000265,BR-002,EMP-0031,2026-01-03,SALE,30.07,SOURCE_A
TXN-A-000266,BR-006,EMP-0027,2026-04-27,SALE,65.37,SOURCE_A
TXN-A-000267,BR-006,EMP-0020,2026-04-12,SALE,175.78,SOURCE_A
TXN-A-000268,BR-003,EMP-0001,2026-04-06,SALE,301.48,SOURCE_A
TXN-A-000269,BR-002,EMP-0008,2026-02-05,SALE,61.43,SOURCE_A
TXN-A-000270,BR-006,EMP-0022,2026-01-20,SALE,181.08,SOURCE_A
TXN-A-000271,BR-001,EMP-0014,2026-04-13,SALE,343.18,SOURCE_A
TXN-A-000272,BR-007,EMP-0017,2026-02-15,SALE,32.81,SOURCE_A
TXN-A-000273,BR-004,EMP-0032,2026-03-04,SALE,169.56,SOURCE_A
TXN-A-000274,BR-002,EMP-0015,2026-03-04,SALE,940.87,SOURCE_A
TXN-A-000275,BR-002,EMP-0013,2026-04-21,SALE,697.88,SOURCE_A
TXN-A-000276,BR-007,EMP-0009,2026-02-02,SALE,407.63,SOURCE_A
TXN-A-000277,BR-009,EMP-0026,2026-02-03,SALE,147.15,SOURCE_A
TXN-A-000278,BR-002,EMP-0010,2026-02-07,SALE,181.11,SOURCE_A
TXN-A-000279,BR-004,EMP-0030,2026-04-02,SALE,176.97,SOURCE_A
TXN-A-000280,BR-007,EMP-0003,2026-03-26,SALE,256.72,SOURCE_A
TXN-A-000281,BR-006,EMP-0023,2026-03-12,SALE,59.81,SOURCE_A
TXN-A-000282,BR-003,EMP-0017,2026-04-13,SALE,321.09,SOURCE_A
TXN-A-000283,BR-001,EMP-0002,2026-02-25,SALE,453.87,SOURCE_A
TXN-A-000284,BR-006,EMP-0032,2026-03-28,SALE,177.14,SOURCE_A
TXN-A-000285,BR-002,EMP-0011,2026-03-07,SALE,427.27,SOURCE_A
TXN-A-000286,BR-006,EMP-0025,2026-01-24,SALE,28.75,SOURCE_A
TXN-A-000287,BR-009,EMP-0009,2026-03-15,SALE,623.77,SOURCE_A
TXN-A-000288,BR-005,EMP-0013,2026-02-15,SALE,535.01,SOURCE_A
TXN-A-000289,BR-006,EMP-0012,2026-04-13,SALE,161.36,SOURCE_A
TXN-A-000290,BR-008,EMP-0018,2026-03-13,SALE,52.78,SOURCE_A
TXN-A-000291,BR-008,EMP-0006,2026-01-13,SALE,433.82,SOURCE_A
TXN-A-000292,BR-005,EMP-0018,2026-03-27,SALE,516.82,SOURCE_A
TXN-A-000293,BR-003,EMP-0028,2026-04-24,SALE,835.85,SOURCE_A
TXN-A-000294,BR-004,EMP-0023,2026-03-05,SALE,409.6,SOURCE_A
TXN-A-000295,BR-003,EMP-0014,2026-02-26,SALE,796.23,SOURCE_A
TXN-A-000296,BR-002,EMP-0010,2026-01-26,SALE,643.11,SOURCE_A
TXN-A-000297,BR-006,EMP-0028,2026-01-24,SALE,148.91,SOURCE_A
TXN-A-000298,BR-010,EMP-0019,2026-02-01,SALE,854.24,SOURCE_A
TXN-A-000299,BR-003,EMP-0017,2026-02-05,SALE,302.73,SOURCE_A
TXN-A-000300,BR-004,EMP-0030,2026-02-17,SALE,284.68,SOURCE_A
TXN-A-000301,BR-003,EMP-0024,2026-01-26,SALE,156.69,SOURCE_A
TXN-A-000302,BR-002,EMP-0007,2026-01-04,SALE,696.28,SOURCE_A
TXN-A-000303,BR-010,EMP-0003,2026-03-01,SALE,750.39,SOURCE_A
TXN-A-000304,BR-004,EMP-0004,2026-01-22,SALE,20.29,SOURCE_A
TXN-A-000305,BR-007,EMP-0010,2026-02-07,SALE,65.59,SOURCE_A
TXN-A-000306,BR-005,EMP-0020,2026-02-10,SALE,208.47,SOURCE_A
TXN-A-000307,BR-007,EMP-0010,2026-03-10,SALE,454.99,SOURCE_A
TXN-A-000308,BR-003,EMP-0025,2026-01-24,SALE,782.53,SOURCE_A
TXN-A-000309,BR-007,EMP-0013,2026-04-01,SALE,15.04,SOURCE_A
TXN-A-000310,BR-001,EMP-0024,2026-03-13,SALE,247.22,SOURCE_A
TXN-A-000311,BR-009,EMP-0011,2026-03-22,SALE,162.11,SOURCE_A
TXN-A-000312,BR-006,EMP-0001,2026-04-21,SALE,123.07,SOURCE_A
TXN-A-000313,BR-004,EMP-0025,2026-04-22,SALE,140.28,SOURCE_A
TXN-A-000314,BR-003,EMP-0010,2026-02-10,SALE,221.57,SOURCE_A
TXN-A-000315,BR-008,EMP-0032,2026-01-08,SALE,748.64,SOURCE_A
TXN-A-000316,BR-004,EMP-0031,2026-01-24,SALE,76.26,SOURCE_A
