transaction_id,branch_id,employee_id,transaction_date,transaction_type,total_amount,source
TXN-B-000039,BR-009,EMP-0013,2026-01-03,SALE,79.17,SOURCE_B
TXN-B-000040,BR-001,EMP-0032,2026-02-27,SALE,350.06,SOURCE_B
TXN-B-000041,BR-002,EMP-0002,2026-04-02,SALE,513.12,SOURCE_B
TXN-B-000042,BR-002,EMP-0018,2026-03-16,SALE,132.34,SOURCE_B
TXN-B-000043,BR-007,EMP-0026,2026-03-11,SALE,872.22,SOURCE_B
TXN-B-000044,BR-008,EMP-0011,2026-01-12,SALE,267.52,SOURCE_B
TXN-B-000045,BR-003,EMP-0013,2026-03-07,SALE,650.45,SOURCE_B
TXN-B-000046,BR-005,EMP-0022,2026-01-16,SALE,121.81,SOURCE_B
TXN-B-000047,BR-010,EMP-0021,2026-02-09,SALE,583.1,SOURCE_B
TXN-B-000048,BR-001,EMP-0023,2026-02-12,SALE,131.2,SOURCE_B
TXN-B-000049,BR-003,EMP-0029,2026-03-28,SALE,543.41,SOURCE_B
TXN-B-000050,BR-003,EMP-0024,2026-03-25,SALE,764.47,SOURCE_B
TXN-B-000051,BR-009,EMP-0028,2026-02-10,SALE,1119.74,SOURCE_B
TXN-B-000052,BR-004,EMP-0013,2026-02-10,SALE,448.21,SOURCE_B
TXN-B-000053,BR-002,EMP-0023,2026-01-08,SALE,503.03,SOURCE_B
TXN-B-000054,BR-004,EMP-0005,2026-03-28,SALE,985.42,SOURCE_B
TXN-B-000055,BR-004,EMP-0003,2026-01-24,SALE,555.57,SOURCE_B
TXN-B-000056,BR-009,EMP-0010,2026-04-23,SALE,59.34,SOURCE_B
TXN-B-000057,BR-001,EMP-0023,2026-01-04,SALE,438.63,SOURCE_B
TXN-B-000058,BR-010,EMP-0007,2026-01-23,SALE,617.76,SOURCE_B
TXN-B-000059,BR-010,EMP-0005,2026-03-22,SALE,285.43,SOURCE_B
TXN-B-000060,BR-007,EMP-0002,2026-02-23,SALE,291.63,SOURCE_B
TXN-B-000061,BR-003,EMP-0018,2026-02-18,SALE,122.35,SOURCE_B
TXN-B-000062,BR-008,EMP-0028,2026-03-14,SALE,416.57,SOURCE_B
TXN-B-000063,BR-009,EMP-0028,2026-02-24,SALE,223.86,SOURCE_B
TXN-B-000064,BR-006,EMP-0009,2026-04-03,SALE,237.25,SOURCE_B
TXN-B-000065,BR-001,EMP-0030,2026-03-15,SALE,70.97,SOURCE_B
TXN-B-000066,BR-008,EMP-0006,2026-04-15,SALE,302.43,SOURCE_B
TXN-B-000067,BR-006,EMP-0006,2026-02-15,SALE,422.26,SOURCE_B
TXN-B-000068,BR-001,EMP-0013,2026-02-22,SALE,17.09,SOURCE_B
TXN-B-000069,BR-008,EMP-0030,2026-03-12,SALE,36.86,SOURCE_B
TXN-B-000070,BR-007,EMP-0001,2026-02-26,SALE,140.73,SOURCE_B
TXN-B-000071,BR-003,EMP-0012,2026-04-07,SALE,53.58,SOURCE_B
TXN-B-000072,BR-008,EMP-0028,2026-01-26,SALE,154.87,SOURCE_B
TXN-B-000073,BR-001,EMP-0023,2026-03-06,SALE,239.25,SOURCE_B
TXN-B-000074,BR-009,EMP-0024,2026-01-09,SALE,889.1,SOURCE_B
TXN-B-000075,BR-010,EMP-0015,2026-01-04,SALE,422.3,SOURCE_B
TXN-B-000076,BR-007,EMP-0002,2026-02-23,SALE,64.77,SOURCE_B
TXN-B-000077,BR-003,EMP-0023,2026-03-04,SALE,64.85,SOURCE_B
TXN-B-000078,BR-010,EMP-0005,2026-02-02,SALE,854.62,SOURCE_B
TXN-B-000079,BR-008,EMP-0002,2026-01-07,SALE,530.93,SOURCE_B
TXN-B-000080,BR-007,EMP-0028,2026-01-11,SALE,214.18,SOURCE_B
TXN-B-000081,BR-004,EMP-0025,2026-04-06,SALE,569.76,SOURCE_B
TXN-B-000082,BR-008,EMP-0019,2026-03-28,SALE,967.5,SOURCE_B
TXN-B-000083,BR-001,EMP-0016,2026-02-24,SALE,94.16,SOURCE_B
TXN-B-000084,BR-008,EMP-0021,2026-04-14,SALE,118.81,SOURCE_B
TXN-B-000085,BR-003,EMP-0013,2026-02-03,SALE,817.39,SOURCE_B
TXN-B-000086,BR-001,EMP-0024,2026-01-04,SALE,99.2,SOURCE_B
TXN-B-000087,BR-003,EMP-0022,2026-04-08,SALE,619.02,SOURCE_B
TXN-B-000088,BR-001,EMP-0010,2026-04-10,SALE,205.61,SOURCE_B
TXN-B-000089,BR-002,EMP-0023,2026-02-12,SALE,405.47,SOURCE_B
TXN-B-000090,BR-005,EMP-0004,2026-01-25,SALE,84.35,SOURCE_B
TXN-B-000091,BR-003,EMP-0026,2026-03-16,SALE,107.67,SOURCE_B
TXN-B-000092,BR-009,EMP-0014,2026-04-15,SALE,127.69,SOURCE_B
TXN-B-000093,BR-003,EMP-0024,2026-03-06,SALE,114.75,SOURCE_B
TXN-B-000094,BR-008,EMP-0014,2026-03-03,SALE,164.61,SOURCE_B
TXN-B-000095,BR-010,EMP-0011,2026-01-16,SALE,723.98,SOURCE_B
TXN-B-000096,BR-010,EMP-0029,2026-01-22,SALE,714.08,SOURCE_B
TXN-B-000097,BR-004,EMP-0026,2026-03-07,SALE,580.54,SOURCE_B
TXN-B-000098,BR-003,EMP-0004,2026-03-17,SALE,33.06,SOURCE_B
TXN-B-000099,BR-009,EMP-0022,2026-02-11,SALE,192.91,SOURCE_B
TXN-B-000100,BR-008,EMP-0028,2026-03-24,SALE,682.45,SOURCE_B
TXN-B-000101,BR-007,EMP-0003,2026-03-14,SALE,170.5,SOURCE_B
TXN-B-000102,BR-001,EMP-0002,2026-02-20,SALE,532.11,SOURCE_B
TXN-B-000103,BR-006,EMP-0031,2026-04-25,SALE,147.91,SOURCE_B
TXN-B-000104,BR-003,EMP-0010,2026-04-17,SALE,912.55,SOURCE_B
TXN-B-000105,BR-001,EMP-0024,2026-03-13,SALE,63.55,SOURCE_B
TXN-B-000106,BR-007,EMP-0032,2026-03-11,SALE,287.04,SOURCE_B
TXN-B-000107,BR-002,EMP-0008,2026-04-26,SALE,690.11,SOURCE_B
TXN-B-000108,BR-003,EMP-0001,2026-01-07,SALE,598.31,SOURCE_B
TXN-B-000109,BR-002,EMP-0029,2026-04-25,SALE,290.38,SOURCE_B
TXN-B-000110,BR-005,EMP-0006,2026-01-10,SALE,775.95,SOURCE_B
TXN-B-000111,BR-008,EMP-0027,2026-02-08,SALE,176.51,SOURCE_B
TXN-B-000112,BR-003,EMP-0005,2026-03-18,SALE,57.74,SOURCE_B
TXN-B-000113,BR-010,EMP-0006,2026-04-04,SALE,119.54,SOURCE_B
TXN-B-000114,BR-005,EMP-0007,2026-02-07,SALE,577.82,SOURCE_B
TXN-B-000115,BR-005,EMP-0022,2026-04-10,SALE,802.17,SOURCE_B
TXN-B-000116,BR-008,EMP-0003,2026-01-14,SALE,54.3,SOURCE_B
TXN-B-000117,BR-002,EMP-0015,2026-04-09,SALE,347.2,SOURCE_B
TXN-B-000118,BR-009,EMP-0007,2026-02-10,SALE,176.55,SOURCE_B
TXN-B-000119,BR-006,EMP-0014,2026-04-14,SALE,76.11,SOURCE_B
TXN-B-000120,BR-001,EMP-0019,2026-01-25,SALE,487.6,SOURCE_B
TXN-B-000121,BR-004,EMP-0025,2026-02-04,SALE,838.09,SOURCE_B
TXN-B-000122,BR-008,EMP-0009,2026-04-27,SALE,45.41,SOURCE_B
TXN-B-000123,BR-001,EMP-0016,2026-01-09,SALE,765.81,SOURCE_B
TXN-B-000124,BR-008,EMP-0029,2026-03-20,SALE,384.14,SOURCE_B
TXN-B-000125,BR-009,EMP-0002,2026-01-27,SALE,43.63,SOURCE_B
TXN-B-000126,BR-004,EMP-0023,2026-02-16,SALE,61.34,SOURCE_B
TXN-B-000127,BR-006,EMP-0028,2026-03-03,SALE,869.47,SOURCE_B
TXN-B-000128,BR-003,EMP-0019,2026-04-07,SALE,649.75,SOURCE_B
TXN-B-000129,BR-010,EMP-0021,2026-01-01,SALE,424.2,SOURCE_B
TXN-B-000130,BR-001,EMP-0005,2026-01-01,SALE,87.86,SOURCE_B
TXN-B-000131,BR-002,EMP-0017,2026-02-07,SALE,300.59,SOURCE_B
TXN-B-000132,BR-007,EMP-0013,2026-02-14,SALE,106.67,SOURCE_B
TXN-B-000133,BR-010,EMP-0024,2026-03-17,SALE,190.74,SOURCE_B
TXN-B-000134,BR-005,EMP-0031,2026-03-14,SALE,130.68,SOURCE_B
TXN-B-000135,BR-003,EMP-0003,2026-04-05,SALE,919.88,SOURCE_B
TXN-B-000136,BR-010,EMP-0027,2026-03-04,SALE,605.7,SOURCE_B
TXN-B-000137,BR-010,EMP-0003,2026-02-26,SALE,133.12,SOURCE_B
TXN-B-000138,BR-007,EMP-0018,2026-03-14,SALE,172.28,SOURCE_B
TXN-B-000139,BR-001,EMP-0004,2026-01-17,SALE,107.19,SOURCE_B
TXN-B-000140,BR-007,EMP-0027,2026-02-26,SALE,582.48,SOURCE_B
TXN-B-000141,BR-008,EMP-0010,2026-04-26,SALE,242.84,SOURCE_B
TXN-B-000142,BR-001,EMP-0026,2026-02-08,SALE,597.43,SOURCE_B
TXN-B-000143,BR-002,EMP-0001,2026-02-27,SALE,307.63,SOURCE_B
TXN-B-000144,BR-008,EMP-0002,2026-01-07,SALE,135.49,SOURCE_B
TXN-B-000145,BR-002,EMP-0032,2026-02-20,SALE,646.99,SOURCE_B
TXN-B-000146,BR-006,EMP-0008,2026-03-16,SALE,156.51,SOURCE_B
TXN-B-000147,BR-002,EMP-0018,2026-01-02,SALE,42.26,SOURCE_B
TXN-B-000148,BR-007,EMP-0019,2026-02-23,SALE,211.46,SOURCE_B
TXN-B-000149,BR-009,EMP-0012,2026-02-10,SALE,52.75,SOURCE_B
TXN-B-000150,BR-010,EMP-0002,2026-01-17,SALE,351.12,SOURCE_B
TXN-B-000151,BR-006,EMP-0017,2026-01-09,SALE,337.77,SOURCE_B
TXN-B-000152,BR-007,EMP-0028,2026-01-15,SALE,543.17,SOURCE_B
TXN-B-000153,BR-009,EMP-0010,2026-04-13,SALE,157.03,SOURCE_B
TXN-B-000154,BR-002,EMP-0029,2026-04-13,SALE,457.24,SOURCE_B
TXN-B-000155,BR-008,EMP-0020,2026-02-28,SALE,49.82,SOURCE_B
TXN-B-000156,BR-002,EMP-0009,2026-03-26,SALE,216.64,SOURCE_B
TXN-B-000157,BR-009,EMP-0010,2026-03-13,SALE,158.36,SOURCE_B
TXN-B-000158,BR-008,EMP-0026,2026-02-06,SALE,940.44,SOURCE_B
TXN-B-000159,BR-001,EMP-0001,2026-03-01,SALE,51.6,SOURCE_B
TXN-B-000160,BR-003,EMP-0022,2026-01-01,SALE,174.22,SOURCE_B
TXN-B-000161,BR-010,EMP-0019,2026-02-11,SALE,194.4,SOURCE_B
TXN-B-000162,BR-009,EMP-0012,2026-04-12,SALE,161.99,SOURCE_B
TXN-B-000163,BR-004,EMP-0007,2026-04-23,SALE,713.91,SOURCE_B
TXN-B-000164,BR-005,EMP-0019,2026-01-16,SALE,13.61,SOURCE_B
TXN-B-000165,BR-001,EMP-0010,2026-03-11,SALE,232.43,SOURCE_B
TXN-B-000166,BR-002,EMP-0023,2026-01-27,SALE,773.54,SOURCE_B
TXN-B-000167,BR-005,EMP-0009,2026-02-08,SALE,136.21,SOURCE_B
TXN-B-000168,BR-006,EMP-0010,2026-01-08,SALE,872.43,SOURCE_B
TXN-B-000169,BR-006,EMP-0006,2026-01-09,SALE,110.2,SOURCE_B
TXN-B-000170,BR-001,EMP-0023,2026-01-09,SALE,386.07,SOURCE_B
TXN-B-000171,BR-001,EMP-0029,2026-01-03,SALE,219.08,SOURCE_B
TXN-B-000172,BR-009,EMP-0008,2026-02-15,SALE,276.87,SOURCE_B
TXN-B-000173,BR-001,EMP-0019,2026-01-25,SALE,75.26,SOURCE_B
TXN-B-000174,BR-005,EMP-0017,2026-01-19,SALE,547.41,SOURCE_B
TXN-B-000175,BR-003,EMP-0004,2026-03-12,SALE,141.25,SOURCE_B
TXN-B-000176,BR-005,EMP-0018,2026-04-04,SALE,714.5,SOURCE_B
TXN-B-000177,BR-003,EMP-0031,2026-02-02,SALE,64.59,SOURCE_B
TXN-B-000178,BR-003,EMP-0005,2026-02-09,SALE,473.66,SOURCE_B
TXN-B-000179,BR-002,EMP-0020,2026-02-25,SALE,358.05,SOURCE_B
TXN-B-000180,BR-004,EMP-0032,2026-02-15,SALE,511.8,SOURCE_B
TXN-B-000181,BR-006,EMP-0021,2026-01-18,SALE,185.03,SOURCE_B
TXN-B-000182,BR-006,EMP-0030,2026-04-02,SALE,109.98,SOURCE_B
TXN-B-000183,BR-009,EMP-0021,2026-01-21,SALE,138.57,SOURCE_B
TXN-B-000184,BR-009,EMP-0002,2026-02-03,SALE,490.07,SOURCE_B
TXN-B-000185,BR-010,EMP-0020,2026-02-07,SALE,224.4,SOURCE_B
TXN-B-000186,BR-002,EMP-0001,2026-04-24,SALE,169.94,SOURCE_B
TXN-B-000187,BR-005,EMP-0020,2026-04-26,SALE,99.5,SOURCE_B
TXN-B-000188,BR-002,EMP-0025,2026-04-27,SALE,279.79,SOURCE_B
TXN-B-000189,BR-004,EMP-0024,2026-04-18,SALE,458.88,SOURCE_B
TXN-B-000190,BR-006,EMP-0023,2026-01-28,SALE,393.27,SOURCE_B
TXN-B-000191,BR-001,EMP-0026,2026-01-10,SALE,289.64,SOURCE_B
TXN-B-000192,BR-009,EMP-0011,2026-03-26,SALE,859.85,SOURCE_B
TXN-B-000193,BR-003,EMP-0005,2026-02-16,SALE,478.75,SOURCE_B
TXN-B-000194,BR-001,EMP-0001,2026-02-25,SALE,97.63,SOURCE_B
TXN-B-000195,BR-010,EMP-0027,2026-04-20,SALE,344.91,SOURCE_B
TXN-B-000196,BR-004,EMP-0015,2026-02-09,SALE,212.43,SOURCE_B
TXN-B-000197,BR-006,EMP-0029,2026-03-22,SALE,46.36,SOURCE_B
TXN-B-000198,BR-002,EMP-0015,2026-03-10,SALE,14.15,SOURCE_B
TXN-B-000199,BR-006,EMP-0025,2026-03-08,SALE,53.41,SOURCE_B
TXN-B-000200,BR-005,EMP-0029,2026-01-03,SALE,925.47,SOURCE_B
TXN-B-000201,BR-004,EMP-0011,2026-04-27,SALE,434.54,SOURCE_B
TXN-B-000202,BR-001,EMP-0019,2026-02-14,SALE,107.55,SOURCE_B
TXN-B-000203,BR-008,EMP-0015,2026-04-24,SALE,25.4,SOURCE_B
TXN-B-000204,BR-006,EMP-0028,2026-04-03,SALE,252.25,SOURCE_B
TXN-B-000205,BR-007,EMP-0017,2026-04-02,SALE,358.67,SOURCE_B
TXN-B-000206,BR-003,EMP-0014,2026-02-28,SALE,52.85,SOURCE_B
TXN-B-000207,BR-009,EMP-0017,2026-03-09,SALE,820.06,SOURCE_B
TXN-B-000208,BR-002,EMP-0004,2026-02-07,SALE,133.84,SOURCE_B
TXN-B-000209,BR-004,EMP-0023,2026-03-13,SALE,563.31,SOURCE_B
TXN-B-000210,BR-005,EMP-0010,2026-03-11,SALE,172.9,SOURCE_B
TXN-B-000211,BR-009,EMP-0028,2026-02-25,SALE,942.78,SOURCE_B
TXN-B-000212,BR-008,EMP-0011,2026-04-19,SALE,264.69,SOURCE_B
TXN-B-000213,BR-010,EMP-0011,2026-04-08,SALE,787.23,SOURCE_B
TXN-B-000214,BR-009,EMP-0016,2026-04-12,SALE,25.6,SOURCE_B
TXN-B-000215,BR-007,EMP-0021,2026-04-19,SALE,587.87,SOURCE_B
TXN-B-000216,BR-008,EMP-0013,2026-03-08,SALE,435.13,SOURCE_B
TXN-B-000217,BR-010,EMP-0006,2026-01-24,SALE,52.54,SOURCE_B
TXN-B-000218,BR-008,EMP-0012,2026-04-24,SALE,843.24,SOURCE_B
TXN-B-000219,BR-002,EMP-0025,2026-01-10,SALE,947.69,SOURCE_B
TXN-B-000220,BR-005,EMP-0030,2026-02-16,SALE,315.27,SOURCE_B
TXN-B-000221,BR-005,EMP-0004,2026-01-11,SALE,122.02,SOURCE_B
TXN-B-000222,BR-005,EMP-0027,2026-03-06,SALE,263.12,SOURCE_B
TXN-B-000223,BR-007,EMP-0016,2026-01-22,SALE,641.78,SOURCE_B
TXN-B-000224,BR-005,EMP-0031,2026-03-03,SALE,411.41,SOURCE_B
TXN-B-000225,BR-002,EMP-0014,2026-03-04,SALE,215.05,SOURCE_B
TXN-B-000226,BR-010,EMP-0020,2026-02-12,SALE,142.94,SOURCE_B
TXN-B-000227,BR-006,EMP-0013,2026-03-19,SALE,598.31,SOURCE_B
TXN-B-000228,BR-006,EMP-0007,2026-02-13,SALE,828.51,SOURCE_B
TXN-B-000229,BR-003,EMP-0026,2026-03-28,SALE,175.07,SOURCE_B
TXN-B-000230,BR-002,EMP-0032,2026-04-19,SALE,10.44,SOURCE_B
TXN-B-000231,BR-010,EMP-0030,2026-03-04,SALE,180.97,SOURCE_B
TXN-B-000232,BR-003,EMP-0014,2026-03-03,SALE,113.55,SOURCE_B
TXN-B-000233,BR-006,EMP-0025,2026-04-06,SALE,55.54,SOURCE_B
TXN-B-000234,BR-002,EMP-0002,2026-02-08,SALE,385.94,SOURCE_B
TXN-B-000235,BR-008,EMP-0011,2026-02-15,SALE,249.84,SOURCE_B
TXN-B-000236,BR-004,EMP-0001,2026-03-25,SALE,203.3,SOURCE_B
TXN-B-000237,BR-005,EMP-0019,2026-02-27,SALE,82.17,SOURCE_B
TXN-B-000238,BR-001,EMP-0001,2026-03-02,SALE,401.76,SOURCE_B
TXN-B-000239,BR-006,EMP-0016,2026-03-12,SALE,422.19,SOURCE_B
TXN-B-000240,BR-003,EMP-0014,2026-03-04,SALE,96.58,SOURCE_B
TXN-B-000241,BR-010,EMP-0020,2026-03-08,SALE,216.06,SOURCE_B
TXN-B-000242,BR-002,EMP-0017,2026-04-08,SALE,261.6,SOURCE_B
TXN-B-000243,BR-008,EMP-0031,2026-04-14,SALE,493.81,SOURCE_B
TXN-B-000244,BR-005,EMP-0008,2026-03-20,SALE,375.57,SOURCE_B
TXN-B-000245,BR-002,EMP-0029,2026-04-02,SALE,35.5,SOURCE_B
TXN-B-000246,BR-007,EMP-0032,2026-04-12,SALE,123.71,SOURCE_B
TXN-B-000247,BR-008,EMP-0001,2026-03-23,SALE,93.97,SOURCE_B
TXN-B-000248,BR-004,EMP-0029,2026-02-24,SALE,196.12,SOURCE_B
TXN-B-000249,BR-004,EMP-0010,2026-04-11,SALE,139.07,SOURCE_B
TXN-B-000250,BR-008,EMP-0031,2026-04-07,SALE,32.22,SOURCE_B
TXN-B-000251,BR-010,EMP-0003,2026-04-20,SALE,562.02,SOURCE_B
TXN-B-000252,BR-007,EMP-0005,2026-03-14,SALE,226.04,SOURCE_B
TXN-B-000253,BR-007,EMP-0006,2026-02-04,SALE,39.47,SOURCE_B
TXN-B-000254,BR-010,EMP-0018,2026-03-25,SALE,406.03,SOURCE_B
TXN-B-000255,BR-007,EMP-0012,2026-04-23,SALE,63.55,SOURCE_B
TXN-B-000256,BR-008,EMP-0026,2026-04-22,SALE,411.01,SOURCE_B
TXN-B-000257,BR-001,EMP-0022,2026-04-26,SALE,85.36,SOURCE_B
TXN-B-000258,BR-007,EMP-0014,2026-04-20,SALE,378.62,SOURCE_B
TXN-B-000259,BR-006,EMP-0027,2026-02-23,SALE,406.0,SOURCE_B
TXN-B-000260,BR-002,EMP-0030,2026-04-15,SALE,509.64,SOURCE_B
TXN-B-000261,BR-005,EMP-0007,2026-04-19,SALE,92.79,SOURCE_B
TXN-B-000262,BR-006,EMP-0023,2026-04-14,SALE,183.46,SOURCE_B
TXN-B-000263,BR-006,EMP-0011,2026-02-03,SALE,206.83,SOURCE_B
TXN-B-000264,BR-010,EMP-0013,2026-04-12,SALE,132.71,SOURCE_B
TXN-B-000265,BR-002,EMP-0031,2026-01-03,SALE,30.07,SOURCE_B
TXN-B-000266,BR-006,EMP-0027,2026-04-27,SALE,65.37,SOURCE_B
TXN-B-000267,BR-006,EMP-0020,2026-04-12,SALE,175.78,SOURCE_B
TXN-B-000268,BR-003,EMP-0001,2026-04-06,SALE,301.48,SOURCE_B
TXN-B-000269,BR-002,EMP-0008,2026-02-05,SALE,61.43,SOURCE_B
TXN-B-000270,BR-006,EMP-0022,2026-01-20,SALE,181.08,SOURCE_B
TXN-B-000271,BR-001,EMP-0014,2026-04-13,SALE,343.18,SOURCE_B
TXN-B-000272,BR-007,EMP-0017,2026-02-15,SALE,32.81,SOURCE_B
TXN-B-000273,BR-004,EMP-0032,2026-03-04,SALE,169.56,SOURCE_B
TXN-B-000274,BR-002,EMP-0015,2026-03-04,SALE,940.87,SOURCE_B
TXN-B-000275,BR-002,EMP-0013,2026-04-21,SALE,697.88,SOURCE_B
TXN-B-000276,BR-007,EMP-0009,2026-02-02,SALE,407.63,SOURCE_B
TXN-B-000277,BR-009,EMP-0026,2026-02-03,SALE,147.15,SOURCE_B
TXN-B-000278,BR-002,EMP-0010,2026-02-07,SALE,181.11,SOURCE_B
TXN-B-000279,BR-004,EMP-0030,2026-04-02,SALE,176.97,SOURCE_B
TXN-B-000280,BR-007,EMP-0003,2026-03-26,SALE,256.72,SOURCE_B
TXN-B-000281,BR-006,EMP-0023,2026-03-12,SALE,59.81,SOURCE_B
TXN-B-000282,BR-003,EMP-0017,2026-04-13,SALE,321.09,SOURCE_B
TXN-B-000283,BR-001,EMP-0002,2026-02-25,SALE,453.87,SOURCE_B
TXN-B-000284,BR-006,EMP-0032,2026-03-28,SALE,177.14,SOURCE_B
TXN-B-000285,BR-002,EMP-0011,2026-03-07,SALE,427.27,SOURCE_B
TXN-B-000286,BR-006,EMP-0025,2026-01-24,SALE,28.75,SOURCE_B
TXN-B-000287,BR-009,EMP-0009,2026-03-15,SALE,623.77,SOURCE_B
TXN-B-000288,BR-005,EMP-0013,2026-02-15,SALE,535.01,SOURCE_B
TXN-B-000289,BR-006,EMP-0012,2026-04-13,SALE,161.36,SOURCE_B
TXN-B-000290,BR-008,EMP-0018,2026-03-13,SALE,52.78,SOURCE_B
TXN-B-000291,BR-008,EMP-0006,2026-01-13,SALE,433.82,SOURCE_B
TXN-B-000292,BR-005,EMP-0018,2026-03-27,SALE,516.82,SOURCE_B
TXN-B-000293,BR-003,EMP-0028,2026-04-24,SALE,835.85,SOURCE_B
TXN-B-000294,BR-004,EMP-0023,2026-03-05,SALE,409.6,SOURCE_B
TXN-B-000295,BR-003,EMP-0014,2026-02-26,SALE,796.23,SOURCE_B
TXN-B-000296,BR-002,EMP-0010,2026-01-26,SALE,643.11,SOURCE_B
TXN-B-000297,BR-006,EMP-0028,2026-01-24,SALE,148.91,SOURCE_B
TXN-B-000298,BR-010,EMP-0019,2026-02-01,SALE,854.24,SOURCE_B
TXN-B-000299,BR-003,EMP-0017,2026-02-05,SALE,302.73,SOURCE_B
TXN-B-000300,BR-004,EMP-0030,2026-02-17,SALE,284.68,SOURCE_B
TXN-B-000301,BR-003,EMP-0024,2026-01-26,SALE,156.69,SOURCE_B
TXN-B-000302,BR-002,EMP-0007,2026-01-04,SALE,696.28,SOURCE_B
TXN-B-000303,BR-010,EMP-0003,2026-03-01,SALE,750.39,SOURCE_B
TXN-B-000304,BR-004,EMP-0004,2026-01-22,SALE,20.29,SOURCE_B
TXN-B-000305,BR-007,EMP-0010,2026-02-07,SALE,65.59,SOURCE_B
TXN-B-000306,BR-005,EMP-0020,2026-02-10,SALE,208.47,SOURCE_B
TXN-B-000307,BR-007,EMP-0010,2026-03-10,SALE,454.99,SOURCE_B
TXN-B-000308,BR-003,EMP-0025,2026-01-24,SALE,782.53,SOURCE_B
TXN-B-000309,BR-007,EMP-0013,2026-04-01,SALE,15.04,SOURCE_B
TXN-B-000310,BR-001,EMP-0024,2026-03-13,SALE,247.22,SOURCE_B
TXN-B-000311,BR-009,EMP-0011,2026-03-22,SALE,162.11,SOURCE_B
TXN-B-000312,BR-006,EMP-0001,2026-04-21,SALE,123.07,SOURCE_B
TXN-B-000313,BR-004,EMP-0025,2026-04-22,SALE,140.28,SOURCE_B
TXN-B-000314,BR-003,EMP-0010,2026-02-10,SALE,221.57,SOURCE_B
TXN-B-000315,BR-008,EMP-0032,2026-01-08,SALE,748.64,SOURCE_B
TXN-B-000316,BR-004,EMP-0031,2026-01-24,SALE,76.26,SOURCE_B
